"manufacturer","model","year","price","odometer","condition","type","size","paint_color","fuel","transmission","cylinders"
"ram","3500",2007,14995,234018,"excellent","pickup","full-size","black","diesel","automatic","6 cylinders"
"ford","fusion se",2017,15995,16137,NA,"sedan",NA,NA,"gas","automatic","4 cylinders"
"hyundai","sonata se",2013,8895,106000,"good","sedan","full-size","black","gas","automatic","4 cylinders"
"hyundai","accent",2013,4495,107512,"good","sedan","full-size","silver","gas","automatic","4 cylinders"
"chrysler","town and country",2011,7250,105176,"excellent","mini-van","full-size","blue","gas","automatic","6 cylinders"
"honda","accord",2005,4990,182958,NA,"coupe",NA,"black","gas","automatic",NA
"ford","f250 super duty",2016,27995,107758,NA,NA,NA,"white","gas","automatic",NA
"cadillac","escalade",2011,10000,214000,"excellent","SUV","full-size","black","gas","automatic","8 cylinders"
"hyundai","elantra gls sedan 4d",2013,11990,53860,"good","sedan",NA,"black","gas","automatic",NA
"cadillac","xt5",2017,24449,48220,"excellent","SUV",NA,NA,"gas","automatic",NA
"nissan","sentra",2010,4750,113000,"excellent","sedan","mid-size","white","gas","automatic","4 cylinders"
"gmc","terrain",2019,391,17073,NA,"SUV",NA,NA,"gas","automatic","4 cylinders"
"chevrolet","c3500",1990,18500,105836,"excellent",NA,NA,"white","gas","automatic","8 cylinders"
"ford","c-max energi",2014,11199,70635,NA,NA,NA,NA,"gas","automatic",NA
"gmc","sierra",2000,8995,177000,NA,"pickup",NA,"black","diesel","automatic",NA
"ford","f-350sd lariat / 4x4 / die",2017,61000,71943,NA,"truck",NA,NA,"diesel","automatic","8 cylinders"
"lexus","rx 330",2004,6999,125000,"excellent","SUV","full-size","green","gas","automatic","6 cylinders"
"ford","fusion",2016,9450,110937,NA,"sedan",NA,NA,"gas","automatic",NA
"ram","1500",2019,41999,27231,NA,"truck",NA,"custom","gas","automatic","8 cylinders"
"subaru","legacy premium",2018,16995,74792,NA,NA,NA,"grey","gas","automatic",NA
"dodge","5500",2012,37950,244359,NA,"other",NA,"white","diesel","automatic",NA
"bmw","328i",2010,8975,106000,"like new","sedan","mid-size","white","gas","automatic","6 cylinders"
"chevrolet","silverado 1500 wt 4x4",2009,12900,91000,"excellent","truck","full-size","blue","gas","automatic","8 cylinders"
"dodge","charger",2013,10500,95200,"excellent","sedan","full-size","black","gas","automatic","6 cylinders"
"ford","escape",2014,9995,132031,"excellent","SUV",NA,"grey","gas","automatic","4 cylinders"
"ford","transit connect",2014,10495,131613,"good","van","full-size","white","gas","automatic","4 cylinders"
"honda","crv ex",2010,9999,119121,"excellent","SUV","mid-size","white","gas","automatic","4 cylinders"
NA,"Hummer H3",2006,10999,187032,"excellent",NA,"full-size","black","gas","automatic","5 cylinders"
"chevrolet","corvette",1962,58750,26138,NA,"other",NA,"red","gas","automatic",NA
"honda","civic sdn lx",2013,13981,51570,NA,NA,NA,NA,"gas","automatic",NA
"mercedes-benz","g-class",2009,0,102263,NA,"SUV","mid-size","black","gas","automatic","8 cylinders"
"dodge","magnum rt",2005,5500,171000,"good",NA,NA,NA,"gas","automatic","8 cylinders"
"chevrolet","express 1500",2001,3800,179000,"good",NA,"full-size","white","gas","automatic","6 cylinders"
"ford","f350 diesels powerstroke",2017,55999,48511,NA,"truck",NA,"blue","diesel","automatic",NA
"mercedes-benz","mclass",2013,16599,1000,"like new","SUV","full-size","grey","gas","automatic","6 cylinders"
"ram","1500",2005,6990,220000,"excellent","pickup",NA,"black","gas","automatic","8 cylinders"
"jeep","patriot latitude 4x4",2013,12495,75000,"excellent","SUV",NA,NA,"gas","automatic","4 cylinders"
"ram","1500 longhorn 4x4 gas",2017,39999,24469,NA,"truck",NA,"grey","gas","automatic",NA
"kia","optima",2017,0,43789,"excellent","sedan",NA,NA,"gas","automatic",NA
"ford","f-350 7.3 4x4 plow dump truck",2000,29500,71437,NA,NA,NA,"red","diesel","automatic","8 cylinders"
"mercedes-benz","benz e320",1994,1200,165000,"salvage","sedan","mid-size","black","gas","automatic","6 cylinders"
"dodge","grand caravan",2015,11995,58186,NA,"van",NA,NA,"gas","automatic","6 cylinders"
"honda","cr-v",2018,23997,58568,NA,"SUV",NA,"black","gas","automatic","4 cylinders"
"lexus","rx",2017,37995,23344,"excellent","SUV",NA,"white","gas","automatic","6 cylinders"
"ford","f350 lariat",2010,13995,82000,"good","truck","full-size","red","gas","automatic","10 cylinders"
"honda","pilot",2003,2000,295000,NA,NA,NA,NA,"gas","automatic",NA
"ford","edge",2007,5200,171429,NA,"SUV",NA,"black","gas","other","6 cylinders"
"honda","ridgeline",2008,11888,129002,NA,"other",NA,NA,"gas","automatic",NA
"kia","optima ex",2013,9650,132000,NA,"sedan",NA,NA,"gas","automatic","4 cylinders"
"chevrolet","equinox",2020,0,4842,"good","other",NA,"silver","gas","automatic",NA
"gmc","terrain slt",2020,24900,900,NA,NA,NA,NA,"gas","automatic",NA
"ram","pickup slt quad cab s",2004,11900,233583,NA,NA,NA,NA,"diesel","automatic","6 cylinders"
"hyundai","accent",2017,215,60000,"excellent","sedan","full-size","grey","gas","automatic","4 cylinders"
"buick","enclave cxl",2009,6995,159087,"good","SUV","full-size","red","gas","automatic","6 cylinders"
"ford","f-550 crewcab v10 flatbed w",2013,27950,127823,NA,"other",NA,"white","gas","other",NA
"bmw","i3",2017,0,24582,"like new","hatchback",NA,"grey","hybrid","automatic",NA
"chevrolet","corvette",1987,0,57597,"excellent","hatchback","full-size","white","gas","automatic","6 cylinders"
"nissan","maxima",2010,8295,124823,"good","sedan",NA,"custom","gas","automatic","6 cylinders"
"jeep","liberty sport suv 4d",2012,12990,53660,"good","other",NA,"white","gas","other","6 cylinders"
NA,"wagen Passat",NA,23975,30875,NA,"sedan",NA,"grey","gas","automatic","6 cylinders"
"audi","q7",2014,16401,109958,NA,"SUV",NA,"grey","gas","automatic","6 cylinders"
"toyota","sienna",2011,7000,240000,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","equinox",2011,7990,159000,"excellent","SUV",NA,"grey","gas","automatic","6 cylinders"
"honda","cr-v",2017,21495,28727,NA,NA,NA,NA,"gas","automatic",NA
"ford","mustang",1997,5500,46000,"excellent","convertible","sub-compact","black","gas","automatic","6 cylinders"
"ford","super duty f-350 srw",2005,16995,188000,"excellent","pickup","full-size",NA,"diesel","automatic","8 cylinders"
"ford","f350 lariat fx4",2004,18500,129847,"excellent",NA,NA,NA,"diesel","automatic",NA
"audi","a3 2.0t quattro",2015,17500,40250,"excellent","sedan","compact","red","gas","automatic","4 cylinders"
"mercedes-benz","s-class",2011,15900,107678,"excellent","sedan",NA,"black","gas","automatic","8 cylinders"
"ram","2500 slt 4x4",2016,25995,150796,"excellent",NA,NA,"white","gas","automatic","8 cylinders"
"chrysler","300m",2001,5500,77000,"excellent","sedan","full-size","red","gas","automatic","6 cylinders"
"nissan","pathfinder",2014,12317,109729,NA,"SUV","full-size","custom","gas","automatic","6 cylinders"
"bmw","6 series 650i gran coupe",2014,25500,60963,NA,"sedan",NA,NA,"gas","automatic","8 cylinders"
"chevrolet","silverado z71",2010,11000,130000,"good",NA,NA,NA,"gas","automatic","8 cylinders"
"toyota","corolla",2019,14498,30455,NA,NA,NA,"white","gas","automatic",NA
"nissan","rogue sport",2018,17770,23930,"excellent","SUV","mid-size","grey","gas","automatic","4 cylinders"
"toyota","prius",2009,8999,90200,"excellent","hatchback",NA,"silver","gas","automatic","4 cylinders"
"gmc","yukon",2010,16795,130134,NA,"SUV",NA,"white","other","automatic",NA
"ford","expedition",2003,6450,165000,"excellent","SUV","full-size","red","gas","automatic","8 cylinders"
"ram","1500",2005,6900,153000,"excellent",NA,"full-size","white","gas","automatic","8 cylinders"
"ford","expedition el",2016,17995,185713,NA,NA,NA,NA,"gas","automatic",NA
"ram","pickup 1500 classic",2020,34899,5204,NA,"other",NA,"white","gas","automatic",NA
NA,"Hummer H2",2005,23000,144000,"excellent",NA,NA,"white","gas","automatic","8 cylinders"
"nissan","maxima",2017,18999,34267,NA,"other",NA,"silver","gas","automatic",NA
"chevrolet","silverado 3500hd",2011,0,211250,NA,"other",NA,"black","diesel","automatic",NA
"chevrolet","silverado",2014,17995,120056,NA,"pickup",NA,"silver","other","automatic",NA
"nissan","rogue",2017,17995,45838,NA,"SUV",NA,"white","gas","automatic","4 cylinders"
"chevrolet","express",2001,10595,66696,"excellent",NA,NA,"white","gas","automatic",NA
"ford","f-150",2017,31989,28014,NA,"pickup","full-size","black","gas","automatic","6 cylinders"
"bmw","x5",2009,0,113365,"excellent","SUV","compact","custom","gas","automatic","6 cylinders"
"ford","f250",2015,14900,144857,NA,NA,NA,"white","gas","automatic","8 cylinders"
"chevrolet","silverado",2005,0,251968,NA,"pickup",NA,NA,"gas","automatic",NA
"ford","focus",2014,5900,74000,"excellent","sedan","compact",NA,"gas","automatic","4 cylinders"
"ford","f-150",2011,15990,132439,"excellent","pickup","full-size","grey","gas","automatic","8 cylinders"
"honda","odyssey",2006,100,200000,"salvage",NA,NA,NA,"gas","automatic",NA
"ford","expedition max",2019,42922,42425,NA,"SUV",NA,"silver","other","automatic",NA
"ford","f-150 limited",2013,467,85601,NA,NA,NA,NA,"gas","automatic","6 cylinders"
"toyota","avalon",2003,2999,168290,"like new","sedan",NA,"white","gas","automatic","6 cylinders"
"toyota","sienna xle limited 7-pass",2007,9495,119891,NA,"van",NA,"white","gas","automatic",NA
"ford","f-150 lifted supercrew xlt 4x4 twin turbo financing",2018,44995,38387,NA,"pickup",NA,"white","gas","automatic","6 cylinders"
"chevrolet","impala ss",1994,6000,180000,"excellent",NA,NA,NA,"gas","automatic","8 cylinders"
"honda","civic",2007,5500,144661,"excellent","sedan","mid-size","grey","gas","automatic",NA
"bmw","5 series",2014,23995,38524,"excellent","sedan","mid-size","black","gas",NA,"6 cylinders"
NA,"International 4700",2000,9990,114702,"good","truck","full-size","white","diesel","manual","6 cylinders"
"chevrolet","impala",2008,2300,154444,"excellent","coupe","full-size","silver","gas","automatic","6 cylinders"
"volkswagen","tiguan",2017,17995,23910,NA,"SUV",NA,"blue","gas","automatic","4 cylinders"
"cadillac","cts coupe",2011,13999,105749,"excellent","coupe","mid-size",NA,"gas","automatic","6 cylinders"
"bmw","528i",2015,16900,83000,"excellent","sedan","mid-size","black","gas","automatic","4 cylinders"
"honda","cr-v",2010,8794,152642,NA,NA,NA,"blue","gas","automatic",NA
"bmw","3-series",2015,14900,55738,"excellent","sedan","compact","silver","gas","automatic","4 cylinders"
"cadillac","escalade",2000,12000,105480,"excellent","SUV","full-size","white","gas","automatic","8 cylinders"
"nissan","altima 3.5 s sedan 4d",2013,12990,65202,"good","sedan",NA,"black","gas","automatic","6 cylinders"
"toyota","fj cruiser",2007,14983,164194,"excellent","wagon",NA,"white","gas","automatic","6 cylinders"
"chevrolet","suburban ls 2500",2011,16999,115577,NA,"SUV",NA,NA,"gas","automatic","8 cylinders"
"kia","forte lx",2015,11350,51000,"like new","sedan",NA,"silver","gas","automatic","4 cylinders"
"nissan","rogue",2016,13950,93225,"good","SUV","full-size","white","gas","automatic","4 cylinders"
"ford","super duty f-250",2011,24995,129057,NA,NA,NA,"blue","diesel","automatic","8 cylinders"
"chevrolet","silverado",2017,43999,64919,NA,"pickup",NA,"white","other","automatic",NA
"audi","a4 3.2",2009,9950,111248,"good","sedan","mid-size","black","gas","automatic","6 cylinders"
"chrysler","pt cruiser",2010,1199,183416,"excellent","mini-van","full-size","silver","gas","automatic","6 cylinders"
"chevrolet","silverado 1500",2016,0,55726,NA,"truck","full-size","silver","gas","automatic","8 cylinders"
"ford","mustang ecoboost",2018,23990,51034,"good","other",NA,"silver","gas","automatic",NA
"chevrolet","silverado 3500",2013,27888,59174,"excellent","truck",NA,"red","gas","automatic","8 cylinders"
"ford","expedition max",2019,47000,36604,NA,NA,NA,NA,"gas","automatic",NA
"lexus","gs 350",2015,20969,104613,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","c4",2009,8600,136069,NA,"other",NA,"white","diesel",NA,NA
"chevrolet","silverado 2500hd",2008,17990,204470,NA,"other",NA,"white","diesel","automatic",NA
"hyundai","elantra",2013,5750,154563,"excellent","hatchback","mid-size","red","gas","automatic","4 cylinders"
"ram","1500",2014,0,119075,"excellent","truck","mid-size","white","gas","automatic","8 cylinders"
"ford","f-250",1980,2200,12000,NA,"truck",NA,NA,"gas","automatic","8 cylinders"
"volvo","s60",2018,14800,85959,NA,NA,NA,"grey","gas","automatic","4 cylinders"
"mercedes-benz","c-class",2019,33995,8487,NA,"sedan",NA,"black","gas","automatic",NA
"toyota","prius",2005,3900,133000,NA,NA,NA,"grey","hybrid","automatic",NA
"chrysler","sebring",2008,2995,91813,NA,NA,NA,NA,"gas","automatic",NA
"jeep","wrangler",2008,12900,188904,"good","wagon",NA,"silver","gas","automatic","6 cylinders"
"toyota","tundra crewmax",2016,39999,59455,NA,"pickup",NA,NA,"gas","automatic","8 cylinders"
"chevrolet","equinox lt2",2010,7872,103731,NA,"other",NA,"red","gas","automatic",NA
"honda","odyssey touring elite",2011,13400,115200,"excellent","van","full-size","grey","gas","automatic","6 cylinders"
"chevrolet","malibu premier",2018,14900,32055,NA,"sedan",NA,"white","gas","automatic","4 cylinders"
"ram","2500",2014,26750,89256,NA,"other",NA,"white","gas","automatic",NA
"ford","f-450",2010,15000,268453,"good","other","full-size","white","gas","automatic","10 cylinders"
"chevrolet","equinox",2019,21939,10421,NA,"SUV",NA,"blue","gas","automatic","4 cylinders"
"gmc","3500",2008,21699,37516,NA,NA,NA,NA,"gas","automatic",NA
"dodge","durango",2012,8985,138224,NA,NA,NA,NA,"gas","automatic",NA
"toyota","camry",2018,22950,35570,NA,NA,NA,"black","gas","automatic",NA
"chevrolet","corvette",2007,21500,84000,"good","convertible","mid-size","black","gas","automatic","8 cylinders"
"ram","3500",2007,29000,201000,NA,"pickup",NA,NA,"diesel","other","6 cylinders"
"ram","3500",2017,34900,112000,"good","truck","full-size","silver","diesel","automatic","6 cylinders"
"chevrolet","silverado 1500",2017,0,45678,"excellent","truck","mid-size","black","gas","automatic","8 cylinders"
NA,"Silverado",2015,18500,90000,NA,NA,NA,NA,"gas","automatic","8 cylinders"
"jeep","wrangler",2008,18495,108900,"excellent","SUV","full-size","black","gas","automatic",NA
"chevrolet","silverado 2500hd duramax",2005,17999,184200,"like new","pickup","full-size","white","gas","automatic","8 cylinders"
"hyundai","accent se",2017,10995,24541,"excellent","sedan","compact","black","gas","automatic","4 cylinders"
"chevrolet","cruze lt sedan 4d",2017,15990,18884,"good","sedan",NA,"blue","gas","other",NA
"ford","f250 super duty regular cab",2012,9500,178446,NA,"pickup",NA,"white","other","automatic","8 cylinders"
"honda","civic lx",2007,4995,89000,NA,NA,NA,NA,"gas","manual","4 cylinders"
"toyota","venza",2014,99,69443,NA,NA,"full-size","grey","gas","automatic",NA
"honda","civic",2009,6997,147642,"excellent",NA,NA,"grey","gas","automatic",NA
"ford","super duty f-250",2008,11990,274000,"excellent","pickup",NA,NA,"diesel","automatic","8 cylinders"
"chevrolet","trax",2017,15517,40969,NA,NA,NA,"white","gas","automatic",NA
"volkswagen","beetle",2005,3550,98000,"good","coupe","compact","blue","gas","manual","4 cylinders"
"mercedes-benz","c-class",2012,14800,79952,"excellent","sedan","compact","red","gas","automatic","6 cylinders"
"mercedes-benz","gls",2019,55995,7696,NA,NA,NA,NA,"gas","automatic",NA
"chevrolet","spark",2020,12900,17769,"excellent","hatchback",NA,"white","gas","automatic","4 cylinders"
"nissan","juke",2017,16683,16351,NA,NA,NA,"red","gas","automatic",NA
"ford","mustang",2017,22995,7618,NA,NA,NA,NA,"gas","automatic",NA
"nissan","sentra sl",2014,6799,110000,"excellent","sedan",NA,NA,"gas","automatic","4 cylinders"
"ram","3500 mega cab",2006,17995,231129,NA,"pickup",NA,"white","diesel","automatic","6 cylinders"
"honda","odyssey",2011,11500,112743,NA,"other",NA,"custom","gas","automatic","6 cylinders"
"volkswagen","beetle",2018,17999,23435,NA,"coupe",NA,"black","gas","other","4 cylinders"
"chevrolet","silverado 1500",2018,29659,82315,NA,"pickup","full-size","white","gas","automatic","8 cylinders"
"subaru","forester",2016,18800,53567,"excellent",NA,"compact","grey","gas","automatic",NA
"chevrolet","tahoe",2013,0,106658,NA,"SUV",NA,"black","gas","automatic","8 cylinders"
"honda","civic lx",2016,222,72951,NA,NA,NA,NA,"gas","automatic",NA
"chrysler","town and country van",2007,800,186000,"fair","mini-van",NA,"red","gas","automatic",NA
"honda","odyssey",2010,10900,113323,"good","mini-van","full-size","red","gas","automatic","6 cylinders"
"toyota","corolla le",2017,257,35832,NA,"sedan",NA,NA,"gas","automatic","4 cylinders"
"pontiac","torrent",2008,6300,94897,"excellent","SUV",NA,NA,"gas","automatic","6 cylinders"
"ford","fusion",2015,11995,92051,NA,NA,NA,NA,"gas","automatic",NA
"acura","mdx",2010,11833,128894,"excellent","SUV",NA,"black","gas","automatic","6 cylinders"
"chevrolet","tahoe",2008,7500,196872,"good","SUV","full-size","silver","gas","automatic","8 cylinders"
"ford","explorer",2014,12995,125281,NA,NA,NA,NA,"gas","automatic",NA
"volvo","850",1997,2850,240000,NA,"sedan",NA,"silver","gas","automatic",NA
NA,"smart fortwo passion",2013,5888,51855,"excellent","hatchback","sub-compact","white","gas","automatic","3 cylinders"
"saturn","vue",2008,3700,115000,"excellent","SUV",NA,"grey","gas","automatic",NA
"ford","f-350 xlt 4x4 crew cab",1997,5000,110725,"good","truck","full-size","green","gas","automatic","8 cylinders"
"honda","cr-v",2014,12983,92297,NA,"SUV","mid-size","grey","gas","automatic","4 cylinders"
"chevrolet","malibu",2014,0,42000,"excellent",NA,NA,"silver","gas","automatic",NA
"ford","f-150",2018,45999,23499,NA,"truck",NA,NA,"gas","automatic","6 cylinders"
"pontiac","grand prix",2008,3595,168000,"good","sedan","mid-size","black","gas","automatic","6 cylinders"
"nissan","versa hatchback",2012,3500,180752,"good","hatchback",NA,"silver","gas","automatic","4 cylinders"
NA,"PORSCHE BOXSTER S",2000,9995,102810,NA,"other",NA,"silver","gas","manual",NA
"chrysler","town and country tourin",2015,29900,45145,NA,NA,NA,NA,"gas","automatic",NA
"honda","accord",2013,12995,125217,NA,"sedan",NA,"red","gas","automatic","4 cylinders"
